trip_log_id,driver_id,vehicle_id,car_name,current_battery_pct,battery_capacity_kwh,current_speed_kmh,ac_status,route_type,outside_temperature_c,elevation_ahead,driver_efficiency_score,distance_to_destination_km,actual_remaining_range_km
RT_LOG_00199,USR_DRV_06,EV_02,Tata Punch,58.2,40,17.1,1,City,29.9,Downhill,0.71,15.6,153.3
RT_LOG_00200,USR_DRV_10,EV_09,Tata Punch,29.5,40,49.8,1,City,16.2,Flat,0.76,32.6,72.9
RT_LOG_00201,USR_DRV_08,EV_04,MG Windsor,72.6,52.9,30.9,0,City,25.4,Uphill,0.81,82.4,207.1
RT_LOG_00202,USR_DRV_05,EV_06,Mahindra XUV 3XO EV,56.2,39.4,91,1,Highway,33.2,Uphill,0.97,58.8,137.3
RT_LOG_00203,USR_DRV_10,EV_04,MG Windsor,76.7,52.9,25.4,1,City,15.9,Flat,0.8,60.1,256.6
RT_LOG_00204,USR_DRV_08,EV_09,Tata Punch,68.9,40,81.6,1,Highway,40.8,Downhill,0.92,71.8,203.2
RT_LOG_00205,USR_DRV_06,EV_03,Tata Punch,22.6,40,78.3,0,Highway,24.4,Flat,0.98,101.9,78
RT_LOG_00206,USR_DRV_07,EV_03,Tata Punch,85.8,40,17.7,0,City,5.3,Downhill,0.84,13.8,257.4
RT_LOG_00207,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,69.3,39.4,15.3,1,City,5.4,Downhill,0.92,82.7,263.2
RT_LOG_00208,USR_DRV_09,EV_07,MG Windsor,82.6,52.9,19.3,0,City,24.4,Flat,0.76,81.3,297.8
RT_LOG_00209,USR_DRV_05,EV_07,MG Windsor,17.1,52.9,90.7,0,Highway,41.6,Flat,0.79,125.1,44.1
RT_LOG_00210,USR_DRV_01,EV_02,Tata Punch,46.5,40,94.9,0,Highway,28.6,Downhill,0.75,77.5,117.2
RT_LOG_00211,USR_DRV_06,EV_10,Tata Punch,98,40,50.8,0,City,13.5,Downhill,0.97,73.9,384.4
RT_LOG_00212,USR_DRV_02,EV_05,Mahindra XUV 3XO EV,90.9,39.4,22.2,1,City,5.6,Flat,0.88,114.1,290.8
RT_LOG_00213,USR_DRV_07,EV_02,Tata Punch,36.9,40,37.7,1,City,30.1,Downhill,0.8,114.6,106.1
RT_LOG_00214,USR_DRV_02,EV_09,Tata Punch,77.1,40,72.4,1,Highway,13.6,Flat,0.8,116.5,186.1
RT_LOG_00215,USR_DRV_07,EV_06,Mahindra XUV 3XO EV,12.7,39.4,105.3,1,Highway,23.2,Uphill,0.87,59.4,26.4
RT_LOG_00216,USR_DRV_10,EV_07,MG Windsor,17.7,52.9,105.9,0,Highway,8,Flat,0.81,118.7,46.9
RT_LOG_00217,USR_DRV_07,EV_06,Mahindra XUV 3XO EV,42.5,39.4,15.2,1,City,21.5,Uphill,0.73,17.7,97.6
RT_LOG_00218,USR_DRV_09,EV_09,Tata Punch,56.1,40,16.1,1,City,25.5,Downhill,0.88,52,180.3
RT_LOG_00219,USR_DRV_05,EV_07,MG Windsor,44.9,52.9,44,0,City,26.2,Flat,0.91,29.6,191.2
RT_LOG_00220,USR_DRV_05,EV_08,Mahindra XUV 3XO EV,23.1,39.4,32.4,1,City,16.1,Flat,0.81,141.9,80.2
RT_LOG_00221,USR_DRV_08,EV_10,Tata Punch,65.5,40,74.8,1,Highway,5.3,Uphill,0.8,94.9,103.8
RT_LOG_00222,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,40.1,39.4,27,0,City,22.7,Flat,0.99,145.5,188.8
RT_LOG_00223,USR_DRV_08,EV_10,Tata Punch,80.4,40,86.9,1,Highway,18.5,Downhill,0.76,149.6,211.4
RT_LOG_00224,USR_DRV_09,EV_01,MG Windsor,95.8,52.9,112.4,0,Highway,21.2,Uphill,0.95,15,262.6
RT_LOG_00225,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,22.5,39.4,80.9,0,Highway,31.5,Uphill,0.72,148.7,55.3
RT_LOG_00226,USR_DRV_07,EV_09,Tata Punch,55.6,40,94.5,1,Highway,31,Downhill,0.88,137.6,142.9
RT_LOG_00227,USR_DRV_04,EV_06,Mahindra XUV 3XO EV,25,39.4,37.5,1,City,40.8,Uphill,0.99,67.4,68.4
RT_LOG_00228,USR_DRV_05,EV_04,MG Windsor,56,52.9,32.8,1,City,22.1,Downhill,0.88,77.6,234.2
RT_LOG_00229,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,19.4,39.4,111.4,0,Highway,9.3,Downhill,0.74,50.2,58.3
RT_LOG_00230,USR_DRV_04,EV_09,Tata Punch,53.5,40,74.4,1,Highway,16.8,Uphill,0.71,108.1,83.6
RT_LOG_00231,USR_DRV_06,EV_02,Tata Punch,70.9,40,52.2,0,City,24.1,Downhill,0.75,86.2,224.3
RT_LOG_00232,USR_DRV_04,EV_07,MG Windsor,66.7,52.9,40.6,1,City,19.6,Downhill,0.88,33.6,280.6
RT_LOG_00233,USR_DRV_07,EV_01,MG Windsor,73.4,52.9,26.1,0,City,26.4,Downhill,0.76,52.3,302.2
RT_LOG_00234,USR_DRV_05,EV_08,Mahindra XUV 3XO EV,57.5,39.4,96.9,1,Highway,26.7,Uphill,0.81,71.4,117.2
RT_LOG_00235,USR_DRV_05,EV_10,Tata Punch,63.1,40,27.5,0,City,16.3,Flat,0.81,25.5,184.5
RT_LOG_00236,USR_DRV_10,EV_03,Tata Punch,61.7,40,78.4,0,Highway,25.5,Uphill,0.79,32.1,128.2
RT_LOG_00237,USR_DRV_10,EV_01,MG Windsor,87.9,52.9,34.4,0,City,35.2,Downhill,0.85,76.8,393.2
RT_LOG_00238,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,54,39.4,37.6,0,City,15.8,Uphill,0.77,46.9,151
RT_LOG_00239,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,59.5,39.4,37.9,1,City,33.7,Uphill,0.86,114.7,160.5
RT_LOG_00240,USR_DRV_08,EV_09,Tata Punch,29.7,40,74.6,0,Highway,16,Flat,0.83,55.5,86.9
RT_LOG_00241,USR_DRV_08,EV_02,Tata Punch,79.8,40,23.4,1,City,36.9,Downhill,0.89,29.1,245.4
RT_LOG_00242,USR_DRV_04,EV_04,MG Windsor,82.5,52.9,94,0,Highway,17,Downhill,0.79,88,288.8
RT_LOG_00243,USR_DRV_09,EV_02,Tata Punch,22.2,40,111.3,1,Highway,37.1,Flat,0.91,24.2,47.4
RT_LOG_00244,USR_DRV_06,EV_04,MG Windsor,78.5,52.9,92,1,Highway,28.2,Uphill,0.84,96.9,168.4
RT_LOG_00245,USR_DRV_02,EV_07,MG Windsor,56.4,52.9,101.3,1,Highway,21.8,Uphill,0.8,5.4,115.3
RT_LOG_00246,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,67.1,39.4,108.3,1,Highway,13.1,Uphill,0.95,76.7,157.4
RT_LOG_00247,USR_DRV_05,EV_06,Mahindra XUV 3XO EV,59.3,39.4,37.6,1,City,34.2,Downhill,0.93,11.7,262.1
RT_LOG_00248,USR_DRV_08,EV_01,MG Windsor,21.2,52.9,32.7,0,City,41.7,Uphill,0.76,104.8,49.2
RT_LOG_00249,USR_DRV_05,EV_03,Tata Punch,88.7,40,74.2,1,Highway,14.3,Uphill,0.9,99.1,177.2
RT_LOG_00250,USR_DRV_05,EV_04,MG Windsor,48.6,52.9,43.1,0,City,12.9,Flat,0.74,37.8,165.3
RT_LOG_00251,USR_DRV_01,EV_01,MG Windsor,72.6,52.9,54.5,1,City,30.7,Uphill,0.72,60.5,164
RT_LOG_00252,USR_DRV_02,EV_02,Tata Punch,38.2,40,76.2,0,Highway,28.7,Downhill,0.74,81.9,109.2
RT_LOG_00253,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,41.6,39.4,40.1,0,City,39,Downhill,0.91,129.7,191.4
RT_LOG_00254,USR_DRV_02,EV_03,Tata Punch,77.7,40,85.8,1,Highway,16.6,Flat,0.77,98.5,180.1
RT_LOG_00255,USR_DRV_10,EV_10,Tata Punch,74.9,40,105.1,0,Highway,36.4,Downhill,0.96,34.8,232.5
RT_LOG_00256,USR_DRV_04,EV_07,MG Windsor,36.6,52.9,46.4,0,City,23.3,Flat,0.77,97.5,130.3
RT_LOG_00257,USR_DRV_01,EV_06,Mahindra XUV 3XO EV,94.1,39.4,30.5,1,City,18.5,Downhill,0.75,73.3,344.9
RT_LOG_00258,USR_DRV_02,EV_01,MG Windsor,62.9,52.9,25.5,0,City,39.1,Uphill,0.85,96.1,175.6
RT_LOG_00259,USR_DRV_07,EV_07,MG Windsor,73.2,52.9,40.6,0,City,15.3,Uphill,0.72,138.5,189.2
RT_LOG_00260,USR_DRV_03,EV_09,Tata Punch,39.4,40,27.4,1,City,32,Flat,0.72,17.5,90
RT_LOG_00261,USR_DRV_08,EV_10,Tata Punch,64.8,40,100,0,Highway,9.4,Downhill,0.74,6.6,148.1
RT_LOG_00262,USR_DRV_06,EV_09,Tata Punch,56.6,40,77.5,0,Highway,32.7,Uphill,0.92,22.1,136.2
RT_LOG_00263,USR_DRV_06,EV_07,MG Windsor,34.5,52.9,25.5,0,City,23.4,Downhill,0.81,77.4,151.9
RT_LOG_00264,USR_DRV_06,EV_03,Tata Punch,33,40,50.8,0,City,13.5,Downhill,0.7,129.5,91.1
RT_LOG_00265,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,42.8,39.4,22.2,0,City,25.5,Downhill,0.92,65.8,215.7
RT_LOG_00266,USR_DRV_07,EV_06,Mahindra XUV 3XO EV,34.4,39.4,37.9,0,City,23.6,Flat,0.75,121.6,126.4
RT_LOG_00267,USR_DRV_07,EV_02,Tata Punch,88.9,40,104.8,1,Highway,17.1,Downhill,0.84,58.5,220.4
RT_LOG_00268,USR_DRV_05,EV_10,Tata Punch,31.8,40,96.6,1,Highway,41.9,Flat,0.92,84.3,69.8
RT_LOG_00269,USR_DRV_03,EV_01,MG Windsor,93.9,52.9,24.3,1,City,28.5,Downhill,0.96,142.9,427.1
RT_LOG_00270,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,19.4,39.4,31.8,0,City,41,Flat,0.91,18.5,79.4
RT_LOG_00271,USR_DRV_09,EV_07,MG Windsor,73.1,52.9,90.6,0,Highway,26.5,Downhill,0.74,123.9,234.9
RT_LOG_00272,USR_DRV_10,EV_01,MG Windsor,49.1,52.9,24.5,1,City,36.5,Uphill,0.91,111.6,131.7
RT_LOG_00273,USR_DRV_05,EV_04,MG Windsor,16.7,52.9,20.4,0,City,10.8,Flat,0.83,50.5,59
RT_LOG_00274,USR_DRV_06,EV_04,MG Windsor,50.7,52.9,81.9,0,Highway,8.3,Downhill,0.79,107.2,186.6
RT_LOG_00275,USR_DRV_04,EV_06,Mahindra XUV 3XO EV,23.3,39.4,53.7,1,City,24,Downhill,0.79,123.9,87.2
RT_LOG_00276,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,60,39.4,18.8,0,City,34.7,Flat,0.74,13.9,208.5
RT_LOG_00277,USR_DRV_04,EV_03,Tata Punch,27.8,40,86.8,0,Highway,26.5,Uphill,0.98,15.9,73.5
RT_LOG_00278,USR_DRV_04,EV_08,Mahindra XUV 3XO EV,82.8,39.4,51.2,1,City,9.5,Uphill,0.72,139,172.4
RT_LOG_00279,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,12.7,39.4,77.8,0,Highway,38.6,Uphill,0.78,133.1,28.9
RT_LOG_00280,USR_DRV_10,EV_10,Tata Punch,32.1,40,92.5,1,Highway,7.3,Uphill,0.81,65.8,45.4
RT_LOG_00281,USR_DRV_09,EV_04,MG Windsor,66.8,52.9,54.6,1,City,22.7,Uphill,0.8,87,165.2
RT_LOG_00282,USR_DRV_05,EV_03,Tata Punch,12.3,40,16.2,1,City,7.2,Uphill,0.86,116.2,25.3
RT_LOG_00283,USR_DRV_03,EV_02,Tata Punch,32.3,40,25.7,0,City,33.3,Flat,0.87,147.5,99.8
RT_LOG_00284,USR_DRV_03,EV_03,Tata Punch,31.3,40,106.3,1,Highway,38.8,Flat,0.91,56,68.9
RT_LOG_00285,USR_DRV_03,EV_10,Tata Punch,95.4,40,94.4,0,Highway,23.1,Flat,0.72,92.2,198.5
RT_LOG_00286,USR_DRV_08,EV_01,MG Windsor,39.9,52.9,47.3,1,City,31.5,Uphill,0.72,26.4,90.6
RT_LOG_00287,USR_DRV_03,EV_02,Tata Punch,86.2,40,113.2,1,Highway,31.1,Downhill,0.82,19.6,208.6
RT_LOG_00288,USR_DRV_03,EV_03,Tata Punch,75.9,40,105.6,1,Highway,29,Flat,0.91,86.5,180.6
RT_LOG_00289,USR_DRV_10,EV_06,Mahindra XUV 3XO EV,30.1,39.4,30.1,1,City,9.7,Downhill,0.7,106.8,94.4
RT_LOG_00290,USR_DRV_10,EV_01,MG Windsor,26.4,52.9,111.4,0,Highway,28.7,Flat,0.98,25.4,100.2
RT_LOG_00291,USR_DRV_04,EV_06,Mahindra XUV 3XO EV,98.4,39.4,40.4,0,City,35.4,Downhill,0.89,133.6,465.5
RT_LOG_00292,USR_DRV_05,EV_04,MG Windsor,32.5,52.9,29,0,City,31.7,Flat,0.82,111.2,128.5
RT_LOG_00293,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,89.4,39.4,94.6,0,Highway,35.7,Downhill,0.9,104.6,343.3
RT_LOG_00294,USR_DRV_02,EV_01,MG Windsor,36.5,52.9,81.8,0,Highway,7.7,Flat,0.97,28.3,139
RT_LOG_00295,USR_DRV_02,EV_06,Mahindra XUV 3XO EV,63.5,39.4,101.7,1,Highway,39.9,Flat,0.88,68,172.9
RT_LOG_00296,USR_DRV_06,EV_04,MG Windsor,97.7,52.9,101.4,1,Highway,29.4,Uphill,0.77,12.2,189.9
RT_LOG_00297,USR_DRV_08,EV_03,Tata Punch,14.9,40,32.1,1,City,35.5,Downhill,0.88,34,43.5
RT_LOG_00298,USR_DRV_03,EV_05,Mahindra XUV 3XO EV,97.9,39.4,108,1,Highway,34,Uphill,0.85,100.9,206.2
RT_LOG_00299,USR_DRV_09,EV_07,MG Windsor,26.6,52.9,86.6,1,Highway,6.7,Uphill,0.84,37.8,56.6
RT_LOG_00300,USR_DRV_01,EV_03,Tata Punch,77.7,40,18.4,1,City,34.9,Uphill,0.99,90.5,178.9
RT_LOG_00301,USR_DRV_07,EV_09,Tata Punch,47.7,40,95.8,0,Highway,22.6,Flat,0.82,128.8,111.9
RT_LOG_00302,USR_DRV_10,EV_09,Tata Punch,82,40,19.8,1,City,11.4,Flat,0.99,122.2,242.6
RT_LOG_00303,USR_DRV_07,EV_02,Tata Punch,98.9,40,79.1,0,Highway,35.9,Uphill,0.8,110.4,198.6
RT_LOG_00304,USR_DRV_02,EV_07,MG Windsor,60.1,52.9,108.5,1,Highway,38.9,Flat,0.94,95.3,176.8
RT_LOG_00305,USR_DRV_07,EV_02,Tata Punch,47.3,40,37.7,0,City,39.2,Downhill,0.93,118.9,172.3
RT_LOG_00306,USR_DRV_06,EV_07,MG Windsor,33.8,52.9,95.7,1,Highway,6.4,Uphill,0.82,94.6,61.9
RT_LOG_00307,USR_DRV_07,EV_01,MG Windsor,45.6,52.9,101.1,0,Highway,32.6,Uphill,0.97,7.9,127.8
RT_LOG_00308,USR_DRV_05,EV_05,Mahindra XUV 3XO EV,35.2,39.4,108.6,0,Highway,41,Flat,0.74,146.3,91.5
RT_LOG_00309,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,75.6,39.4,22.5,0,City,38.8,Uphill,0.92,115.1,235
RT_LOG_00310,USR_DRV_01,EV_09,Tata Punch,81.2,40,27.4,1,City,10,Downhill,0.96,9.2,262.5
RT_LOG_00311,USR_DRV_04,EV_01,MG Windsor,32.5,52.9,72.3,1,Highway,31.1,Uphill,0.81,72.3,77.4
RT_LOG_00312,USR_DRV_02,EV_01,MG Windsor,31.8,52.9,96.7,0,Highway,40.5,Uphill,0.88,55.7,71.3
RT_LOG_00313,USR_DRV_05,EV_02,Tata Punch,35.7,40,72.2,0,Highway,36.7,Downhill,0.77,35,104.8
RT_LOG_00314,USR_DRV_09,EV_01,MG Windsor,87.8,52.9,34,0,City,29,Downhill,0.94,37.4,448.1
RT_LOG_00315,USR_DRV_05,EV_05,Mahindra XUV 3XO EV,48.1,39.4,108.3,1,Highway,14.3,Uphill,0.79,80.5,96.9
RT_LOG_00316,USR_DRV_10,EV_02,Tata Punch,10.7,40,95.3,1,Highway,16,Flat,0.84,53.8,21.9
RT_LOG_00317,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,33.5,39.4,78.5,0,Highway,38.3,Downhill,0.82,51.3,132.8
RT_LOG_00318,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,99.8,39.4,110.8,1,Highway,19.4,Flat,0.87,149.2,298
RT_LOG_00319,USR_DRV_06,EV_04,MG Windsor,71.8,52.9,110.8,1,Highway,23.8,Flat,0.95,132.1,227.2
RT_LOG_00320,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,21.5,39.4,102.6,0,Highway,40,Uphill,0.9,37.2,50.1
RT_LOG_00321,USR_DRV_05,EV_07,MG Windsor,80.9,52.9,86.7,1,Highway,22.2,Flat,0.84,130.6,269
RT_LOG_00322,USR_DRV_10,EV_02,Tata Punch,52.5,40,35,1,City,24.6,Uphill,0.72,128.9,88.2
RT_LOG_00323,USR_DRV_04,EV_06,Mahindra XUV 3XO EV,46.8,39.4,76.4,0,Highway,33.8,Uphill,0.8,148.1,124.6
RT_LOG_00324,USR_DRV_01,EV_01,MG Windsor,50.7,52.9,45.4,0,City,26.3,Flat,0.85,115.7,200.7
RT_LOG_00325,USR_DRV_10,EV_07,MG Windsor,67,52.9,89.3,1,Highway,19.2,Flat,0.86,110.9,230.4
RT_LOG_00326,USR_DRV_06,EV_09,Tata Punch,27.2,40,40.1,0,City,13.4,Uphill,0.79,19.9,57
RT_LOG_00327,USR_DRV_05,EV_03,Tata Punch,15.9,40,26.9,1,City,21.9,Downhill,0.88,54,53.6
RT_LOG_00328,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,99.7,39.4,86.2,0,Highway,11.1,Uphill,0.71,37.5,230.8
RT_LOG_00329,USR_DRV_04,EV_01,MG Windsor,63.1,52.9,19.9,0,City,18.9,Downhill,0.78,82.5,264.1
RT_LOG_00330,USR_DRV_01,EV_02,Tata Punch,68.8,40,16.9,0,City,20.4,Uphill,0.74,41.6,139.5
RT_LOG_00331,USR_DRV_04,EV_01,MG Windsor,37.1,52.9,41.5,1,City,28,Downhill,0.74,125.4,128.6
RT_LOG_00332,USR_DRV_10,EV_02,Tata Punch,35.4,40,34.9,0,City,33.8,Downhill,0.99,56.9,142.8
RT_LOG_00333,USR_DRV_03,EV_01,MG Windsor,59.3,52.9,42.5,1,City,17.2,Flat,0.7,17.9,169.9
RT_LOG_00334,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,23.4,39.4,46.2,0,City,31.8,Flat,0.97,98.4,108.4
RT_LOG_00335,USR_DRV_05,EV_05,Mahindra XUV 3XO EV,51.8,39.4,47.5,0,City,36.5,Uphill,0.94,50.3,168.4
RT_LOG_00336,USR_DRV_02,EV_01,MG Windsor,10.9,52.9,41.5,0,City,17.2,Uphill,0.99,43.9,39.6
RT_LOG_00337,USR_DRV_06,EV_06,Mahindra XUV 3XO EV,26.5,39.4,88,1,Highway,15.1,Uphill,0.91,74.3,72.1
RT_LOG_00338,USR_DRV_03,EV_02,Tata Punch,21.9,40,54.3,0,City,8.8,Downhill,0.84,87.5,69.1
RT_LOG_00339,USR_DRV_10,EV_07,MG Windsor,80.1,52.9,49.5,0,City,22.9,Uphill,0.73,64.6,204
RT_LOG_00340,USR_DRV_05,EV_06,Mahindra XUV 3XO EV,11.1,39.4,54.1,1,City,24.2,Downhill,0.91,18.8,49.9
RT_LOG_00341,USR_DRV_04,EV_08,Mahindra XUV 3XO EV,41.1,39.4,76.7,0,Highway,5.4,Flat,0.85,73,136.3
RT_LOG_00342,USR_DRV_03,EV_02,Tata Punch,77.6,40,80.8,1,Highway,6.9,Flat,0.87,59.9,182
RT_LOG_00343,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,50,39.4,74,1,Highway,21.5,Flat,0.99,113.1,195.7
RT_LOG_00344,USR_DRV_07,EV_07,MG Windsor,13.2,52.9,48,1,City,37.9,Downhill,0.76,102.4,47.7
RT_LOG_00345,USR_DRV_06,EV_01,MG Windsor,83.5,52.9,84.9,1,Highway,31.5,Uphill,0.91,21.5,226.7
RT_LOG_00346,USR_DRV_04,EV_01,MG Windsor,40.7,52.9,94.6,1,Highway,31,Flat,0.97,76.4,134.5
RT_LOG_00347,USR_DRV_07,EV_02,Tata Punch,32.9,40,22.5,1,City,13,Flat,0.92,20.6,93.1
RT_LOG_00348,USR_DRV_10,EV_02,Tata Punch,79.5,40,90.6,0,Highway,40.7,Flat,0.86,12,185.7
RT_LOG_00349,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,93.2,39.4,42.7,0,City,32,Flat,0.73,100.3,326.4
RT_LOG_00350,USR_DRV_06,EV_09,Tata Punch,89.3,40,114.1,0,Highway,15.1,Uphill,0.99,70.7,192.2
RT_LOG_00351,USR_DRV_07,EV_10,Tata Punch,73,40,107.9,1,Highway,31.3,Downhill,0.89,34.1,193.6
RT_LOG_00352,USR_DRV_05,EV_06,Mahindra XUV 3XO EV,92.9,39.4,54.3,0,City,23.6,Downhill,0.89,108,456.8
RT_LOG_00353,USR_DRV_09,EV_08,Mahindra XUV 3XO EV,62.5,39.4,100.3,1,Highway,37.5,Uphill,0.94,80.8,139.2
RT_LOG_00354,USR_DRV_03,EV_01,MG Windsor,70.3,52.9,25.7,0,City,41.4,Downhill,0.78,126.7,270.5
RT_LOG_00355,USR_DRV_05,EV_04,MG Windsor,77.8,52.9,29.3,1,City,8.8,Downhill,0.92,130.4,311.2
RT_LOG_00356,USR_DRV_09,EV_07,MG Windsor,31.4,52.9,101.2,0,Highway,39.3,Uphill,0.82,119.3,69.4
RT_LOG_00357,USR_DRV_09,EV_01,MG Windsor,11.2,52.9,79.1,1,Highway,35.7,Downhill,0.91,98.9,46.1
RT_LOG_00358,USR_DRV_09,EV_10,Tata Punch,27.7,40,26.8,0,City,41.4,Flat,0.76,30.2,69.2
RT_LOG_00359,USR_DRV_07,EV_01,MG Windsor,48.6,52.9,75.9,1,Highway,5.2,Uphill,0.91,27.4,109.7
RT_LOG_00360,USR_DRV_06,EV_10,Tata Punch,14.6,40,92.1,1,Highway,7.7,Downhill,0.8,36.9,29
RT_LOG_00361,USR_DRV_02,EV_09,Tata Punch,24.3,40,74.1,0,Highway,37.7,Downhill,0.8,57.3,71
RT_LOG_00362,USR_DRV_10,EV_09,Tata Punch,52.7,40,19.6,1,City,21.5,Downhill,0.88,95.1,172.8
RT_LOG_00363,USR_DRV_06,EV_07,MG Windsor,92.4,52.9,30.4,1,City,5.9,Downhill,0.95,59.4,363.5
RT_LOG_00364,USR_DRV_08,EV_08,Mahindra XUV 3XO EV,13.9,39.4,27.8,0,City,40.1,Flat,0.99,117.1,60.8
RT_LOG_00365,USR_DRV_02,EV_04,MG Windsor,70.3,52.9,49.6,1,City,35.9,Flat,0.86,106.9,243.9
RT_LOG_00366,USR_DRV_07,EV_02,Tata Punch,77.2,40,16,1,City,6.4,Flat,0.72,120.2,154.7
RT_LOG_00367,USR_DRV_10,EV_04,MG Windsor,92,52.9,87.5,1,Highway,21,Flat,0.82,22.2,295.1
RT_LOG_00368,USR_DRV_10,EV_02,Tata Punch,78,40,43,0,City,18.2,Downhill,0.73,119.1,236
RT_LOG_00369,USR_DRV_02,EV_05,Mahindra XUV 3XO EV,78.9,39.4,87.2,0,Highway,22.5,Downhill,0.77,113.3,320.4
RT_LOG_00370,USR_DRV_09,EV_05,Mahindra XUV 3XO EV,96.4,39.4,26.9,1,City,40.4,Flat,0.87,85.5,321.4
RT_LOG_00371,USR_DRV_01,EV_10,Tata Punch,63.7,40,27.2,1,City,12.8,Downhill,0.96,25.7,214.9
RT_LOG_00372,USR_DRV_10,EV_05,Mahindra XUV 3XO EV,27.5,39.4,41.8,0,City,36.5,Downhill,0.84,84.7,120.2
RT_LOG_00373,USR_DRV_02,EV_05,Mahindra XUV 3XO EV,18.8,39.4,112.8,1,Highway,9.7,Downhill,0.77,46.3,49.7
RT_LOG_00374,USR_DRV_04,EV_06,Mahindra XUV 3XO EV,53.7,39.4,97.7,1,Highway,30.7,Flat,0.87,57.9,158.3
RT_LOG_00375,USR_DRV_07,EV_03,Tata Punch,10.4,40,46.4,1,City,15.2,Uphill,0.74,111.3,20.7
RT_LOG_00376,USR_DRV_08,EV_08,Mahindra XUV 3XO EV,42.3,39.4,91.9,0,Highway,11.5,Downhill,0.72,45.7,130.6
RT_LOG_00377,USR_DRV_09,EV_04,MG Windsor,33.7,52.9,44.1,0,City,36.4,Downhill,0.71,89.4,123.4
RT_LOG_00378,USR_DRV_10,EV_04,MG Windsor,91.6,52.9,94.5,1,Highway,29.2,Flat,0.81,37.4,250.8
RT_LOG_00379,USR_DRV_05,EV_03,Tata Punch,51.8,40,30.9,0,City,29.5,Downhill,0.91,114.8,194.2
RT_LOG_00380,USR_DRV_03,EV_03,Tata Punch,61,40,44.4,1,City,39.7,Flat,0.77,75.7,135.6
RT_LOG_00381,USR_DRV_06,EV_04,MG Windsor,13.9,52.9,35.7,1,City,19.4,Uphill,0.96,10.8,42.4
RT_LOG_00382,USR_DRV_02,EV_09,Tata Punch,67,40,107.6,1,Highway,26.4,Downhill,0.75,99.8,148.3
RT_LOG_00383,USR_DRV_02,EV_09,Tata Punch,32.6,40,35.7,1,City,35.2,Uphill,0.85,74.9,64.8
RT_LOG_00384,USR_DRV_09,EV_03,Tata Punch,49.6,40,18.1,1,City,12.8,Flat,0.75,92.3,116.6
RT_LOG_00385,USR_DRV_04,EV_07,MG Windsor,83,52.9,34.3,1,City,22.7,Downhill,0.75,125.8,294.1
RT_LOG_00386,USR_DRV_01,EV_03,Tata Punch,61.6,40,20.4,0,City,38,Flat,0.72,42.4,149.1
RT_LOG_00387,USR_DRV_07,EV_10,Tata Punch,97.2,40,50.1,1,City,40,Flat,0.83,149,238.8
RT_LOG_00388,USR_DRV_03,EV_04,MG Windsor,84.7,52.9,46.8,0,City,28.1,Downhill,0.78,110,357.2
RT_LOG_00389,USR_DRV_08,EV_10,Tata Punch,63.2,40,30.1,0,City,9,Flat,0.86,136.9,180.3
RT_LOG_00390,USR_DRV_03,EV_10,Tata Punch,18.7,40,110.6,0,Highway,37.5,Downhill,0.85,22,50.5
RT_LOG_00391,USR_DRV_03,EV_10,Tata Punch,58.5,40,50.9,1,City,24.3,Uphill,0.96,106.2,133.8
RT_LOG_00392,USR_DRV_08,EV_07,MG Windsor,41.5,52.9,32,1,City,22.7,Flat,0.97,17.2,167.6
RT_LOG_00393,USR_DRV_09,EV_07,MG Windsor,33.2,52.9,43.4,0,City,26.4,Flat,0.86,59.4,132.8
RT_LOG_00394,USR_DRV_06,EV_07,MG Windsor,42.6,52.9,32,1,City,14.7,Downhill,0.83,58,166.6
RT_LOG_00395,USR_DRV_07,EV_04,MG Windsor,47.2,52.9,78,1,Highway,14.4,Uphill,0.87,117.3,120
RT_LOG_00396,USR_DRV_03,EV_02,Tata Punch,77.3,40,105.2,0,Highway,8.7,Downhill,0.82,54.1,193.9
RT_LOG_00397,USR_DRV_01,EV_03,Tata Punch,45,40,47.2,0,City,22.5,Downhill,0.83,14.3,153.9
RT_LOG_00398,USR_DRV_02,EV_10,Tata Punch,13.4,40,111.9,1,Highway,27.7,Downhill,0.79,144.7,28.8
RT_LOG_00399,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,49.5,39.4,49,1,City,12.2,Downhill,0.85,106.3,196
