vehicle_id,driver_id,trip_id,manufacturer,car_model,manufacturing_year,vehicle_age_years,vehicle_weight_kg,battery_capacity_kwh,max_range_km,motor_power_kw,max_power_bhp,odometer_km,current_battery_percent,state_of_charge_soc,state_of_health_soh,battery_voltage,battery_temperature_c,battery_cycle_count,charging_status,charging_type,charging_power_kw,charging_duration_min,regenerative_braking_kwh,energy_consumed_kwh,energy_efficiency_wh_per_km,estimated_remaining_range_km,current_speed_kmph,average_speed_kmph,acceleration_rate,harsh_braking_count,sharp_turn_count,idle_time_minutes,brake_usage_frequency,driving_mode,driver_behavior_score,cruise_control_usage,trip_distance_km,trip_duration_min,start_city,destination_city,road_type,traffic_level,elevation_gain_m,avg_gradient_percent,stops_count,route_risk_score,outside_temperature_c,humidity_percent,weather_condition,wind_speed_kmph,road_condition,air_conditioning_usage,heater_usage,season,maintenance_status,maintenance_required,last_service_days,tire_pressure_psi,brake_health_percent,motor_temperature_c,inverter_temperature_c,error_codes_count,downtime_hours,in_garage_or_running,timestamp,hour,day_of_week,weekend_flag,month,quarter,trip_feasible,failure_risk_score,charging_time_remaining_min,anomaly_flag
EV_0002,DRV_006,TRIP_000045,MG,ZS EV,2018,8,1540,50.3,461,129.0,174.33,47113.7,52.95,52.95,79.75,310.47,34.14,1062,0,Fast AC,10.09,299.11,3.37,6.1,162.35,270.64,58.55,51.79,6.31,6,0,12.95,0.04,Sport,69.07,0,37.57,43.53,Bangalore,Chennai,City,Medium,1870.18,12.18,14,65.65,28.85,63.15,Sunny,20.3,Good,0,0,Monsoon,Good,0,65,30.58,75.0,45.62,42.41,3,122.59,Running,2025-08-18 23:40:15,23,Monday,0,8,3,1,17.56,140.73,0
EV_0004,DRV_010,TRIP_000046,Mahindra,XUV BXO EV,2020,6,1400,40.0,456,100.0,148.0,221844.3,44.48,44.48,77.88,759.46,18.63,2531,0,Fast AC,16.84,142.52,10.33,14.2,134.47,271.5,48.98,42.29,7.89,19,3,0.22,0.16,Eco,33.83,0,105.62,149.85,Delhi,Pune,City,Low,1832.0,8.13,15,59.03,12.5,31.85,Sunny,17.85,Good,0,1,Monsoon,Warning,0,56,38.1,59.5,33.17,30.76,4,32.01,Running,2025-08-12 16:55:52,16,Tuesday,0,8,3,1,21.66,79.13,0
EV_0010,DRV_010,TRIP_000047,Mahindra,BE 6,2019,7,1950,59.0,683,170.0,228.0,247960.68,62.04,62.04,76.1,666.54,33.71,2475,0,Fast AC,18.41,192.29,0.05,14.69,202.4,376.84,83.16,76.82,2.02,20,7,1.84,0.33,Eco,43.44,1,72.6,56.7,Kochi,Hyderabad,Highway,Low,1805.18,13.29,0,59.3,26.71,88.16,Sunny,24.76,Good,0,0,Winter,Warning,0,351,34.29,56.0,44.04,46.24,4,18.6,Running,2026-11-25 13:39:52,13,Wednesday,0,11,4,1,23.48,72.99,0
EV_0004,DRV_010,TRIP_000048,MG,Windsor EV,2019,7,1800,52.9,449,100.0,134.0,145415.96,38.1,38.1,77.51,434.91,34.93,2122,1,Slow AC,6.14,516.94,12.6,113.41,189.23,162.72,64.91,55.51,3.8,20,10,9.92,0.43,Eco,33.6,0,599.34,647.82,Kochi,Pune,Mixed,Medium,1606.41,6.32,0,63.62,31.07,71.62,Cloudy,7.1,Good,1,0,Winter,Warning,0,251,30.76,56.0,48.51,44.98,6,36.9,Running,2025-02-12 12:38:28,12,Wednesday,0,2,1,0,24.62,319.99,0
EV_0012,DRV_008,TRIP_000049,MG,ZS EV,2026,0,1540,50.3,461,129.0,174.33,208092.56,65.54,65.54,89.14,514.83,29.88,2714,0,Fast AC,9.0,335.33,3.74,83.55,180.53,301.25,82.1,75.4,4.22,8,15,15.94,0.77,Eco,48.84,0,462.78,368.26,Kochi,Mumbai,Mixed,Medium,172.4,0.86,3,28.22,24.29,70.6,Sunny,14.82,Good,0,0,Winter,Good,0,304,29.08,88.0,46.27,38.28,6,155.34,Garage,2026-12-26 05:34:12,5,Saturday,1,12,4,0,10.21,115.55,0
EV_0008,DRV_002,TRIP_000050,MG,Windsor EV,2024,2,1800,52.9,449,100.0,134.0,226702.93,32.33,32.33,90.29,310.91,35.89,1427,0,Slow AC,4.68,678.21,12.9,4.25,218.4,119.64,137.44,136.67,2.42,0,15,7.97,0.57,Normal,70.24,1,19.47,8.55,Hyderabad,Coimbatore,Highway,Medium,563.29,3.76,2,85.06,24.54,37.19,Rainy,31.4,Wet,0,0,Winter,Good,0,250,35.84,96.0,41.91,47.38,2,108.71,Garage,2025-10-13 16:24:47,16,Monday,0,10,4,1,5.93,458.94,0
EV_0009,DRV_006,TRIP_000051,MG,ZS EV,2026,0,1540,50.3,461,129.0,174.33,236478.84,33.87,33.87,96.67,572.72,34.28,832,1,Slow AC,6.15,490.73,7.47,51.09,134.28,209.3,38.06,28.52,2.98,2,7,12.79,0.2,Sport,76.56,0,380.5,800.49,Delhi,Chennai,City,Medium,1930.03,0.41,31,6.52,25.93,29.95,Sunny,54.55,Good,0,0,Winter,Good,0,285,26.58,97.0,49.13,47.15,7,76.08,Running,2025-10-14 21:42:19,21,Tuesday,0,10,4,0,6.83,324.52,0
EV_0016,DRV_008,TRIP_000052,Tata,Punch EV,2021,5,1300,40.0,350,95.0,127.0,72497.35,67.33,67.33,83.18,757.55,30.47,1706,0,Slow AC,6.43,373.25,9.52,24.08,156.55,270.95,81.06,80.66,1.56,7,9,7.76,0.89,Normal,67.82,1,153.84,114.44,Bangalore,Delhi,Highway,Medium,2009.01,7.58,5,96.71,20.85,58.32,Sunny,59.05,Good,0,0,Summer,Good,0,189,27.49,79.5,48.7,38.6,9,32.45,Garage,2026-04-04 00:37:40,0,Saturday,1,4,2,1,18.58,121.94,0
EV_0017,DRV_006,TRIP_000053,MG,Windsor EV,2025,1,1800,52.9,449,100.0,134.0,222674.26,25.62,25.62,93.36,570.4,34.81,1159,0,Fast AC,14.41,220.26,1.89,8.08,197.62,104.78,92.0,73.65,1.8,9,8,77.82,0.1,Eco,64.6,1,40.88,33.3,Pune,Pune,Highway,High,1552.32,5.29,1,84.14,26.44,65.18,Sunny,58.75,Good,0,0,Summer,Good,0,99,35.14,84.5,44.69,46.05,1,13.93,Running,2026-03-12 20:02:20,20,Thursday,0,3,1,1,6.79,163.83,0
EV_0018,DRV_003,TRIP_000054,Tata,Punch EV,2026,0,1300,40.0,350,95.0,127.0,70539.75,70.82,70.82,90.02,316.59,34.91,2494,0,Fast AC,16.97,141.43,4.38,2.32,132.93,335.64,44.39,43.15,5.53,9,3,27.77,0.45,Normal,60.91,0,17.43,24.24,Coimbatore,Delhi,City,High,1056.37,0.63,17,73.99,25.18,74.3,Foggy,16.8,Wet,0,0,Monsoon,Good,0,117,38.66,86.5,51.22,47.57,4,3.6,Running,2025-07-16 07:52:41,7,Wednesday,0,7,3,1,8.87,41.27,0
EV_0010,DRV_001,TRIP_000055,Tata,Curvv EV,2018,8,1500,55.0,502,123.0,165.0,71098.78,97.46,97.46,82.91,420.95,32.56,273,0,Slow AC,4.2,785.71,1.72,4.53,131.84,667.97,36.09,35.04,6.89,17,9,61.53,0.89,Eco,31.83,0,34.37,58.85,Mumbai,Delhi,City,High,2488.59,12.84,13,52.14,28.35,89.88,Sunny,49.88,Good,0,0,Winter,Warning,0,252,26.41,58.5,51.2,43.59,10,165.86,Running,2026-12-27 19:26:50,19,Sunday,1,12,4,1,26.15,19.96,0
EV_0001,DRV_010,TRIP_000056,MG,Windsor EV,2023,3,1800,52.9,449,100.0,134.0,79919.7,73.22,73.22,90.78,603.54,40.43,805,0,Fast AC,12.77,248.55,9.16,0.47,200.02,295.85,111.42,99.8,7.63,1,8,72.05,0.51,Normal,63.11,1,2.35,1.41,Coimbatore,Coimbatore,Highway,High,350.06,4.15,3,97.15,29.24,60.06,Sunny,28.92,Good,0,0,Winter,Good,0,34,29.21,92.5,48.53,49.63,1,1.1,Garage,2025-10-19 17:05:24,17,Sunday,1,10,4,1,6.43,66.56,0
EV_0003,DRV_010,TRIP_000057,Mahindra,XUV BXO EV,2022,4,1400,40.0,456,100.0,148.0,85376.3,6.58,6.58,90.41,498.51,28.45,398,1,Fast AC,14.4,166.67,0.89,18.4,120.28,44.9,42.77,42.68,1.49,7,3,10.92,0.42,Normal,77.03,0,152.95,215.02,Mumbai,Mumbai,City,Medium,2387.65,12.32,40,0.16,25.4,68.24,Rainy,3.07,Wet,0,0,Winter,Good,0,311,34.06,81.5,43.75,32.82,6,76.77,Running,2026-10-07 01:57:06,1,Wednesday,0,10,4,0,13.52,155.7,0
EV_0020,DRV_004,TRIP_000058,MG,ZS EV,2022,4,1540,50.3,461,129.0,174.33,188043.33,30.64,30.64,82.16,639.33,25.86,2460,0,DC Fast,261.67,11.53,10.39,1.32,146.4,173.67,41.71,30.71,7.27,13,9,13.01,0.14,Eco,38.69,0,9.02,17.62,Coimbatore,Coimbatore,City,Medium,307.51,8.38,8,34.32,23.69,59.66,Rainy,39.14,Wet,0,0,Monsoon,Warning,0,51,31.45,72.5,40.95,32.16,9,61.26,Running,2026-06-20 13:50:56,13,Saturday,1,6,2,1,20.09,8.0,0
EV_0007,DRV_004,TRIP_000059,MG,ZS EV,2020,6,1540,50.3,461,129.0,174.33,214533.02,62.93,62.93,78.76,600.54,42.69,2310,0,Slow AC,3.57,845.38,0.41,8.38,216.79,240.88,118.19,88.21,0.69,2,5,14.55,0.34,Eco,86.43,1,38.67,26.3,Mumbai,Hyderabad,Highway,Medium,544.73,14.82,0,45.4,33.78,89.67,Rainy,8.43,Wet,1,0,Monsoon,Good,0,231,32.58,85.0,62.15,50.3,6,7.8,Garage,2025-09-28 02:57:21,2,Sunday,1,9,3,1,16.56,313.38,0
EV_0016,DRV_005,TRIP_000060,MG,ZS EV,2025,1,1540,50.3,461,129.0,174.33,189297.19,3.21,3.21,96.64,456.98,24.04,341,0,Slow AC,6.84,441.23,8.71,2.6,154.2,17.27,70.15,56.27,4.56,7,8,58.76,0.54,Normal,60.32,0,16.84,17.96,Delhi,Delhi,Mixed,High,144.12,5.14,5,27.02,13.92,21.4,Stormy,33.46,Damaged,0,1,Winter,Good,0,339,27.09,87.5,35.7,34.55,9,97.78,Running,2025-02-03 08:25:40,8,Monday,0,2,1,1,11.21,427.07,0
EV_0007,DRV_007,TRIP_000061,Tata,Punch EV,2022,4,1300,40.0,350,95.0,127.0,142774.96,56.04,56.04,88.85,571.51,48.28,632,0,Fast AC,8.96,267.86,7.38,12.12,153.71,229.69,58.38,43.05,6.46,2,1,81.4,0.94,Eco,75.12,0,78.86,109.91,Hyderabad,Mumbai,City,High,938.32,4.29,15,20.32,38.09,56.82,Cloudy,23.19,Good,1,0,Summer,Good,0,305,33.66,89.0,66.26,63.05,4,81.52,Running,2025-04-28 19:49:36,19,Monday,0,4,2,1,10.54,117.75,0
EV_0019,DRV_005,TRIP_000062,Tata,Curvv EV,2024,2,1500,55.0,502,123.0,165.0,50918.15,33.17,33.17,91.34,331.23,37.23,1165,0,DC Fast,250.07,13.2,11.11,36.63,179.96,166.55,62.42,57.23,5.69,16,15,9.49,0.36,Sport,28.43,0,203.55,213.4,Coimbatore,Delhi,Mixed,Medium,1692.05,12.43,3,29.46,30.03,78.46,Sunny,44.27,Good,1,0,Summer,Good,0,307,27.14,72.0,53.53,49.46,1,131.71,Running,2026-03-26 04:31:39,4,Thursday,0,3,1,0,10.91,8.82,0
EV_0014,DRV_006,TRIP_000063,Tata,Punch EV,2021,5,1300,40.0,350,95.0,127.0,122419.32,62.23,62.23,78.28,355.5,42.31,2811,0,Fast AC,8.15,294.48,9.05,7.04,190.94,205.33,87.38,81.99,5.8,18,0,25.1,0.4,Eco,46.6,0,36.86,26.97,Chennai,Bangalore,Mixed,High,2265.28,4.82,5,47.64,37.36,62.66,Sunny,38.43,Good,1,0,Monsoon,Warning,0,296,30.37,63.0,57.03,46.79,4,177.73,Running,2026-09-11 09:06:56,9,Friday,0,9,3,1,20.18,111.23,0
EV_0006,DRV_008,TRIP_000064,MG,ZS EV,2020,6,1540,50.3,461,129.0,174.33,18872.18,41.42,41.42,78.21,576.25,40.4,2447,0,Fast AC,9.01,334.96,12.64,1.12,179.78,191.18,80.0,57.3,6.11,13,15,5.0,0.51,Eco,33.17,1,6.25,6.54,Coimbatore,Delhi,Highway,Medium,617.06,11.11,0,31.63,30.2,66.87,Sunny,21.61,Good,1,0,Monsoon,Warning,0,179,29.7,68.5,57.23,54.1,7,86.76,Running,2026-06-16 23:43:14,23,Tuesday,0,6,2,1,21.57,196.22,0
EV_0011,DRV_002,TRIP_000065,MG,ZS EV,2022,4,1540,50.3,461,129.0,174.33,172067.8,89.88,89.88,80.95,383.48,48.16,2763,0,DC Fast,63.72,47.36,9.86,9.84,207.35,359.69,116.65,109.01,5.33,12,1,10.4,0.96,Normal,58.51,1,47.46,26.12,Kochi,Coimbatore,Highway,Medium,130.89,11.51,3,41.65,34.6,72.23,Cloudy,51.02,Good,1,0,Monsoon,Good,0,162,32.08,74.0,66.36,53.75,1,135.56,Running,2025-06-14 12:00:28,12,Saturday,1,6,2,1,14.01,4.79,0
EV_0004,DRV_007,TRIP_000066,MG,Comet EV,2018,8,815,17.3,230,41.42,41.42,184910.77,86.31,86.31,80.73,745.11,25.95,818,0,Fast AC,19.53,53.15,7.82,4.55,87.76,357.32,31.55,25.67,3.03,16,11,6.87,0.41,Normal,42.41,0,51.86,121.22,Coimbatore,Kochi,City,Medium,2408.75,7.79,36,67.75,23.91,67.81,Sunny,46.44,Good,0,0,Monsoon,Warning,0,227,39.64,60.0,32.83,29.15,10,154.03,Running,2026-06-11 00:02:30,0,Thursday,0,6,2,1,26.32,7.28,0
EV_0007,DRV_005,TRIP_000067,Mahindra,XEV 9S,2025,1,2150,79.0,679,210.0,282.0,74033.84,95.46,95.46,95.81,449.9,31.52,547,1,DC Fast,176.56,26.85,3.38,145.7,249.86,466.95,138.19,113.23,2.77,0,7,8.42,0.25,Normal,81.19,1,583.12,308.99,Delhi,Coimbatore,Highway,Medium,1962.97,14.87,5,54.45,17.83,21.05,Stormy,4.54,Damaged,0,0,Monsoon,Good,0,160,27.94,98.0,38.63,41.99,2,156.26,Running,2026-07-17 04:46:12,4,Friday,0,7,3,0,3.55,1.22,0
EV_0018,DRV_007,TRIP_000068,Mahindra,XEV 9S,2019,7,2150,79.0,679,210.0,282.0,97653.26,57.8,57.8,75.19,534.99,33.63,2703,1,Slow AC,5.52,858.7,14.72,14.64,213.95,330.19,75.39,74.44,4.47,4,15,55.04,0.68,Eco,56.09,0,68.42,55.15,Bangalore,Coimbatore,Mixed,High,109.75,2.49,5,44.55,29.36,62.26,Sunny,3.0,Good,0,0,Summer,Good,0,261,36.9,80.0,51.44,39.53,4,192.13,Running,2025-04-06 08:10:51,8,Sunday,1,4,2,1,17.7,362.37,0
EV_0014,DRV_008,TRIP_000069,Tata,Punch EV,2024,2,1300,40.0,350,95.0,127.0,245304.79,91.39,91.39,92.49,611.17,44.75,830,0,DC Fast,342.74,7.0,3.33,4.47,150.31,383.05,49.51,45.91,1.71,19,4,70.28,0.25,Normal,50.87,0,29.76,38.89,Coimbatore,Mumbai,Mixed,High,30.26,0.14,0,35.7,35.93,69.91,Foggy,13.72,Wet,1,0,Summer,Good,0,213,29.83,67.5,62.47,56.5,4,19.08,Running,2026-04-29 08:52:26,8,Wednesday,0,4,2,1,14.0,0.6,0
EV_0017,DRV_005,TRIP_000070,Mahindra,BE 6,2020,6,1950,59.0,683,170.0,228.0,30507.15,85.78,85.78,80.48,680.5,33.46,1879,0,DC Fast,282.02,12.55,6.55,2.93,158.58,665.01,32.66,25.32,4.73,17,15,14.85,0.24,Eco,29.31,0,18.45,43.72,Delhi,Coimbatore,City,Medium,90.05,2.63,27,86.68,25.79,59.75,Sunny,57.03,Good,0,0,Winter,Warning,0,283,33.7,62.5,46.21,45.57,5,56.5,Running,2025-01-03 10:17:52,10,Friday,0,1,1,1,21.0,1.78,0
EV_0013,DRV_008,TRIP_000071,Tata,Punch EV,2021,5,1300,40.0,350,95.0,127.0,105442.55,64.29,64.29,82.24,393.07,43.47,1732,1,Slow AC,6.76,355.03,0.82,10.89,150.13,269.78,53.48,50.45,6.77,1,10,68.55,0.77,Normal,62.69,0,72.55,86.28,Hyderabad,Kochi,City,High,93.93,1.92,35,76.55,39.14,66.24,Sunny,24.99,Good,1,0,Winter,Good,0,198,39.6,88.5,51.86,50.12,6,60.79,Running,2025-11-26 06:52:07,6,Wednesday,0,11,4,1,14.32,126.78,0
EV_0005,DRV_008,TRIP_000072,Mahindra,BE 6,2025,1,1950,59.0,683,170.0,228.0,56849.08,72.26,72.26,96.17,462.65,37.48,458,0,DC Fast,271.36,13.05,7.71,0.92,219.81,404.15,127.17,104.02,4.93,16,14,6.18,0.54,Normal,32.21,1,4.18,2.41,Pune,Bangalore,Highway,Medium,663.32,9.02,0,29.66,29.67,73.84,Rainy,45.54,Wet,0,0,Winter,Good,0,210,32.63,74.0,48.02,51.68,2,165.5,Running,2025-02-07 04:35:47,4,Friday,0,2,1,1,9.46,3.62,0
EV_0005,DRV_002,TRIP_000073,Tata,Curvv EV,2019,7,1500,55.0,502,123.0,165.0,173954.26,94.58,94.58,80.42,472.67,35.19,1395,0,Fast AC,21.21,155.59,7.57,2.77,133.77,638.88,59.03,48.06,1.72,17,12,16.02,0.38,Eco,42.84,0,20.69,25.83,Pune,Kochi,City,Medium,587.43,10.57,25,81.71,25.39,72.23,Sunny,58.02,Good,0,0,Summer,Warning,0,250,35.78,60.5,53.13,40.34,10,160.0,Running,2026-04-26 09:38:57,9,Sunday,1,4,2,1,25.77,8.43,0
EV_0002,DRV_010,TRIP_000074,MG,ZS EV,2019,7,1540,50.3,461,129.0,174.33,40161.03,46.14,46.14,78.69,425.23,25.03,1827,0,Slow AC,5.7,529.47,10.07,4.7,194.93,196.41,110.02,86.51,2.8,3,3,63.49,0.33,Normal,81.1,1,24.1,16.71,Delhi,Hyderabad,Highway,High,1713.61,4.99,3,5.66,12.87,71.92,Sunny,56.67,Good,0,1,Summer,Good,0,356,34.48,81.5,33.01,33.05,2,150.19,Garage,2025-03-12 08:32:51,8,Wednesday,0,3,1,1,14.95,285.17,0
EV_0001,DRV_001,TRIP_000075,Mahindra,XUV BXO EV,2023,3,1400,40.0,456,100.0,148.0,245111.82,81.35,81.35,86.74,501.8,27.57,1814,0,Slow AC,4.06,591.13,10.14,13.98,181.32,368.26,119.32,93.14,2.66,4,7,19.53,0.6,Eco,73.52,1,77.09,49.66,Delhi,Pune,Highway,Medium,1559.12,9.73,4,26.74,18.22,45.92,Sunny,57.9,Good,0,0,Winter,Good,0,290,35.6,88.0,41.72,34.32,6,54.22,Running,2025-11-29 02:02:35,2,Saturday,1,11,4,1,12.32,110.25,0
EV_0006,DRV_003,TRIP_000076,Tata,Punch EV,2025,1,1300,40.0,350,95.0,127.0,39552.32,72.1,72.1,88.25,650.57,39.46,2438,0,Slow AC,4.8,500.0,9.57,4.83,188.92,240.44,98.57,93.83,1.91,4,7,19.66,0.1,Eco,75.77,1,25.56,16.34,Kochi,Hyderabad,Highway,Medium,646.78,6.52,3,72.34,34.41,72.65,Sunny,35.37,Good,1,0,Monsoon,Good,0,131,28.63,92.0,55.17,43.56,10,39.85,Running,2025-06-29 02:52:30,2,Sunday,1,6,2,1,12.94,139.5,0
EV_0001,DRV_008,TRIP_000077,Tata,Curvv EV,2025,1,1500,55.0,502,123.0,165.0,54387.21,21.88,21.88,92.14,603.37,36.55,1465,0,DC Fast,204.16,16.16,3.73,1.32,164.45,120.22,75.68,57.52,5.13,18,9,71.65,0.52,Eco,35.11,1,8.05,8.4,Mumbai,Bangalore,Highway,High,921.12,13.43,5,66.65,25.15,72.45,Cloudy,27.26,Good,0,0,Winter,Good,0,354,35.58,71.0,47.96,44.86,6,129.86,Running,2025-10-22 19:54:03,19,Wednesday,0,10,4,1,14.21,12.62,0
EV_0010,DRV_004,TRIP_000078,Mahindra,BE 6,2024,2,1950,59.0,683,170.0,228.0,111535.94,59.03,59.03,86.43,763.56,35.3,2392,0,Slow AC,3.64,972.53,14.29,7.02,181.93,398.9,49.4,37.33,5.48,11,9,17.21,0.69,Eco,48.06,0,38.59,62.03,Bangalore,Hyderabad,City,Medium,892.21,5.31,23,82.86,29.55,50.23,Cloudy,18.47,Good,0,0,Winter,Good,0,338,29.9,79.5,45.62,44.37,0,188.22,Running,2026-01-29 17:35:35,17,Thursday,0,1,1,1,9.52,398.45,0
EV_0001,DRV_010,TRIP_000079,Mahindra,BE 6,2021,5,1950,59.0,683,170.0,228.0,126279.99,40.31,40.31,79.86,674.18,30.91,2536,0,Slow AC,5.78,612.46,0.87,0.4,156.34,316.98,42.47,31.83,0.51,11,7,3.66,0.51,Eco,65.97,0,2.59,4.88,Coimbatore,Delhi,City,Low,885.68,1.58,17,22.24,27.5,64.37,Sunny,36.47,Good,0,0,Winter,Warning,0,129,30.87,73.5,39.42,36.54,9,191.97,Running,2026-12-04 01:47:08,1,Friday,0,12,4,1,20.91,365.58,0
EV_0005,DRV_002,TRIP_000080,MG,Windsor EV,2025,1,1800,52.9,449,100.0,134.0,135685.35,71.06,71.06,97.26,735.26,41.28,186,0,Slow AC,4.35,729.66,12.54,15.33,226.89,253.12,107.28,81.73,3.44,18,11,1.02,0.51,Normal,37.18,1,67.57,49.6,Chennai,Delhi,Highway,Low,1571.07,10.33,5,25.33,34.99,72.87,Sunny,43.41,Good,1,0,Winter,Good,0,47,37.32,71.0,58.93,50.1,2,66.73,Running,2026-10-05 23:31:57,23,Monday,0,10,4,1,9.93,211.16,0
EV_0011,DRV_007,TRIP_000081,MG,ZS EV,2026,0,1540,50.3,461,129.0,174.33,220757.41,16.27,16.27,91.58,401.74,32.86,2105,1,DC Fast,53.71,56.19,9.93,5.65,137.78,97.99,54.48,44.27,6.53,8,5,89.8,0.56,Eco,56.91,0,41.03,55.61,Mumbai,Pune,City,High,1160.6,10.84,21,65.67,27.02,90.65,Rainy,0.5,Wet,0,0,Monsoon,Good,0,152,32.26,88.0,37.94,45.51,7,154.56,Running,2025-06-29 07:18:38,7,Sunday,1,6,2,1,10.36,47.05,0
EV_0011,DRV_002,TRIP_000082,Mahindra,BE 6,2024,2,1950,59.0,683,170.0,228.0,195708.03,35.54,35.54,86.67,610.24,39.08,2332,0,Fast AC,18.38,192.6,10.44,2.96,202.82,215.43,81.89,73.39,7.17,11,2,14.49,0.16,Normal,53.49,1,14.61,11.94,Mumbai,Hyderabad,Highway,Medium,537.28,6.37,3,90.78,33.43,82.51,Sunny,11.28,Good,1,0,Summer,Good,0,136,30.74,79.5,56.41,49.99,0,159.25,Running,2026-04-25 02:44:29,2,Saturday,1,4,2,1,9.46,124.15,0
EV_0015,DRV_006,TRIP_000083,Tata,Curvv EV,2019,7,1500,55.0,502,123.0,165.0,159457.2,58.09,58.09,74.74,597.65,35.66,2814,0,Fast AC,8.33,396.16,12.67,7.78,145.59,360.53,44.79,36.3,3.74,7,15,38.17,0.03,Sport,52.28,0,53.44,88.33,Kochi,Pune,City,High,2244.8,13.32,6,32.53,26.9,93.48,Foggy,59.77,Wet,0,0,Winter,Warning,0,288,28.74,75.5,49.31,39.47,9,18.98,Running,2026-11-20 09:32:42,9,Friday,0,11,4,1,22.69,166.03,0
EV_0020,DRV_004,TRIP_000084,MG,Comet EV,2024,2,815,17.3,230,41.42,41.42,214647.79,99.95,99.95,93.89,311.21,39.51,527,0,Fast AC,7.22,143.77,13.92,50.78,117.45,352.31,50.27,44.6,6.22,4,1,17.56,0.62,Normal,71.84,0,432.38,581.68,Coimbatore,Delhi,City,Medium,1891.83,6.63,7,70.74,32.47,73.23,Sunny,13.73,Good,1,0,Winter,Good,0,253,38.94,90.0,49.64,48.84,4,42.33,Running,2026-10-26 02:18:05,2,Monday,0,10,4,0,8.03,0.07,0
EV_0008,DRV_009,TRIP_000085,Tata,Punch EV,2026,0,1300,40.0,350,95.0,127.0,179059.94,33.64,33.64,92.94,486.56,37.51,1766,0,Fast AC,11.13,215.63,6.03,4.38,145.02,146.14,48.37,43.09,4.99,18,4,15.58,0.46,Normal,43.03,0,30.18,42.02,Coimbatore,Pune,Mixed,Medium,1749.1,12.57,3,80.28,31.09,73.15,Stormy,32.16,Damaged,1,0,Summer,Good,0,51,27.31,73.0,51.1,43.83,10,184.26,Running,2025-05-19 14:09:00,14,Monday,0,5,2,1,16.02,143.09,0
EV_0020,DRV_007,TRIP_000086,Tata,Harrier EV,2025,1,2300,75.0,622,175.0,390.0,8904.2,38.21,38.21,90.52,629.52,33.46,1871,1,Fast AC,19.04,236.34,3.44,16.53,187.72,227.89,53.83,38.17,7.23,7,11,19.6,0.47,Sport,47.81,0,88.04,138.39,Pune,Hyderabad,City,Medium,2131.37,14.07,11,8.51,23.68,41.82,Sunny,4.26,Good,0,0,Winter,Good,0,189,32.04,87.5,42.49,37.67,10,33.5,Garage,2025-10-14 01:11:28,1,Tuesday,0,10,4,1,13.5,146.03,0
EV_0012,DRV_001,TRIP_000087,Tata,Punch EV,2025,1,1300,40.0,350,95.0,127.0,110495.38,73.95,73.95,96.07,364.84,43.09,425,0,Slow AC,6.24,384.62,12.34,2.04,125.65,370.78,30.99,29.73,1.66,6,0,12.27,0.3,Normal,83.02,0,16.27,32.84,Hyderabad,Bangalore,City,Medium,1560.0,4.1,8,48.78,36.15,68.87,Sunny,27.58,Good,1,0,Winter,Good,0,125,25.85,89.0,54.37,51.59,5,145.0,Running,2026-02-12 10:02:40,10,Thursday,0,2,1,1,7.98,100.19,0
EV_0019,DRV_004,TRIP_000088,Tata,Curvv EV,2021,5,1500,55.0,502,123.0,165.0,79155.0,75.2,75.2,84.13,397.58,46.47,1395,0,DC Fast,160.18,20.6,2.78,11.87,219.65,309.36,121.91,97.34,3.9,4,0,6.89,0.2,Sport,80.3,1,54.06,33.32,Hyderabad,Hyderabad,Highway,Medium,574.57,8.29,2,37.22,36.43,65.18,Rainy,8.47,Wet,1,0,Summer,Good,0,67,29.18,84.0,54.75,51.66,2,165.14,Running,2025-03-12 20:10:41,20,Wednesday,0,3,1,1,11.97,5.11,0
EV_0006,DRV_002,TRIP_000089,Tata,Punch EV,2023,3,1300,40.0,350,95.0,127.0,36607.28,73.93,73.93,89.77,722.56,43.49,1024,0,Slow AC,6.5,369.23,6.99,57.08,144.72,321.83,48.76,34.14,7.03,18,10,3.14,0.75,Eco,27.91,0,394.45,693.23,Mumbai,Chennai,Mixed,Low,100.15,4.37,0,20.75,35.67,82.14,Sunny,54.51,Good,1,0,Winter,Good,0,136,36.41,67.0,50.81,52.34,2,86.0,Running,2026-11-08 00:56:19,0,Sunday,1,11,4,0,13.81,96.26,0
EV_0014,DRV_009,TRIP_000090,Tata,Punch EV,2023,3,1300,40.0,350,95.0,127.0,207060.71,50.91,50.91,85.39,607.56,40.05,2152,1,Slow AC,5.2,461.54,10.16,8.54,151.17,212.17,65.49,49.0,0.69,18,3,8.56,0.05,Normal,57.43,0,56.5,69.18,Coimbatore,Coimbatore,Mixed,Medium,2003.61,5.88,3,75.08,32.77,58.93,Sunny,46.37,Good,1,0,Summer,Good,0,114,33.49,67.0,58.99,47.7,8,13.23,Garage,2025-04-27 02:18:50,2,Sunday,1,4,2,1,19.4,226.57,0
